X,Y,OBJECTID,Store_Name,Address,City,Zip,Notes,Phone,Local_Fare,Express_Fare,Reduced_Fare,POINT_X,POINT_Y
-111.995967954104,33.611962450779,435,Circle K - OPEN 24 HOURS,13802 N. 40th Street,Phoenix,85032,,(602) 482-1363,1-Day,,1-Day,-111.995967954104,33.611962450779
-112.237682339906,33.507701766561,436,Circle K - OPEN 24 HOURS,4849 N. 83rd Avenue,Phoenix,85033,,(623) 848-6774,1-Day,,1-Day,-112.237682339906,33.507701766561
-111.996089279617,33.6265964059832,437,Circle K - OPEN 24 HOURS,15410 N. 40th Street,Phoenix,85032,,(602) 482-1280,1-Day,,1-Day,-111.996089279617,33.6265964059832
-112.047645093815,33.448339299779,438,Circle K - OPEN 24 HOURS,1602 E. Washington,Phoenix,85006,,(602) 254-8105,1-Day,,1-Day,-112.047645093815,33.448339299779
-111.892125798794,33.414818813743,439,Circle K - OPEN 24 HOURS,2196 E. Apache,Tempe,85281,,(480) 968-9677,1-Day,,1-Day,-111.892125798794,33.414818813743
-111.987872300512,33.4948733443806,440,Circle K - OPEN 24 HOURS,4349 E. Indian School,Phoenix,85018,,(602) 224-9435,1-Day,,1-Day,-111.987872300512,33.4948733443806
-111.946095240756,33.3636302273861,441,Circle K - OPEN 24 HOURS,505 W. Guadalupe,Tempe,85283,,(480) 839-0421,1-Day,,1-Day,-111.946095240756,33.3636302273861
-112.091517090239,33.4949798969431,442,Circle K - OPEN 24 HOURS,1502 W. Indian School,Phoenix,85015,,(602) 279-6758,1-Day,,1-Day,-112.091517090239,33.4949798969431
-111.90873827106,33.4657839782872,443,Circle K - OPEN 24 HOURS,8001 E. McDowell,Scottsdale,85257,,(480) 941-4559,1-Day,,1-Day,-111.90873827106,33.4657839782872
-111.986861293123,33.4876101743939,444,Circle K - OPEN 24 HOURS,"4402 E. Osborn
",Phoenix,85018,,(602) 952-1948,1-Day,,1-Day,-111.986861293123,33.4876101743939
-112.130937555025,33.6546272081778,445,Circle K - OPEN 24 HOURS,4005 E. Union Hills,Phoenix,85027,,(602) 992-0842,1-Day,,1-Day,-112.130937555025,33.6546272081778
-112.220376240121,33.5814190565225,446,Circle K - OPEN 24 HOURS,"7510 W. Peoria
",Peoria,85345,,(623) 979-7006,1-Day,,1-Day,-112.220376240121,33.5814190565225
-112.185333699405,33.4950890886168,447,Circle K - OPEN 24 HOURS,5850 W. Indian School,Glendale,85301,,(623) 247-0825,1-Day,,1-Day,-112.185333699405,33.4950890886168
-111.939880556836,33.3928298598322,448,Circle K - OPEN 24 HOURS,"15 W. Southern
",Tempe,85282,,(480) 804-0643,1-Day,,1-Day,-111.939880556836,33.3928298598322
-112.029918270516,33.393227016619,449,Circle K - OPEN 24 HOURS,"2402 E. Southern
",Phoenix,85040,,(602) 276-1550,1-Day,,1-Day,-112.029918270516,33.393227016619
-112.168906800618,33.5094942183737,450,Circle K - OPEN 24 HOURS,"5102 W. Camelback Road.
",Glendale,85301,,(623) 930-4924,1-Day,,1-Day,-112.168906800618,33.5094942183737
-112.151501071187,33.5119615886996,451,Circle K - OPEN 24 HOURS,5127 N. 43rd Avenue,Phoenix,85019,,(602) 841-5446,1-Day,,1-Day,-112.151501071187,33.5119615886996
-111.856179178815,33.429430144412,452,Circle K - OPEN 24 HOURS,1154 W 8th Street,Mesa,85201,,(480) 649-8769,1-Day,,1-Day,-111.856179178815,33.429430144412
-112.099973683214,33.4879387482467,453,Circle K - OPEN 24 HOURS,"3404 N. 19th Avenue
",Phoenix,85015,,(602) 279-6057,1-Day,,1-Day,-112.099973683214,33.4879387482467
-112.030901385501,33.6535757361954,454,Circle K - OPEN 24 HOURS,18444 N. Cave Creek,Phoenix,85032,,(602) 404-5342,1-Day,,1-Day,-112.030901385501,33.6535757361954
-112.349349637298,33.42922334873,455,Circle K - OPEN 24 HOURS,3 E. Main Street,Avondale,85323,,(623) 932-1764,1-Day,,1-Day,-112.349349637298,33.42922334873
-112.073278890641,33.3923081191235,456,Circle K - OPEN 24 HOURS,7601 S. Central Avenue,Phoenix,85040,,(602) 268-7239,1-Day,,1-Day,-112.073278890641,33.3923081191235
-111.960875691232,33.407444703072,457,Circle K - OPEN 24 HOURS,"1406 W. Broadway
",Tempe,85282,,(480) 968-0929,1-Day,,1-Day,-111.960875691232,33.407444703072
-112.099714556748,33.5965269892577,458,Circle K - OPEN 24 HOURS,1901 W. Cactus,Phoenix,85020,,(602) 997-1127,1-Day,,1-Day,-112.099714556748,33.5965269892577
-112.218562599983,33.4802506752572,459,Circle K - OPEN 24 HOURS,7402 W. Thomas Road,Phoenix,85033,,(623) 873-4177,1-Day,,1-Day,-112.218562599983,33.4802506752572
-112.030096547653,33.494819537877,460,Circle K - OPEN 24 HOURS,"2401 E. Indian School
",Phoenix,85016,,(602) 468-0534,1-Day,,1-Day,-112.030096547653,33.494819537877
-112.134499987162,33.4587477235605,461,Circle K - OPEN 24 HOURS,1002 N. 35th Avenue,Phoenix,85009,,(602) 484-4503,1-Day,,1-Day,-112.134499987162,33.4587477235605
-112.004417211848,33.4951966231251,462,Circle K - OPEN 24 HOURS,"3554 E. Indian School
",Phoenix,85018,,(602) 957-3987,1-Day,,1-Day,-112.004417211848,33.4951966231251
-112.341469511329,33.5367475011528,463,Circle K - OPEN 24 HOURS,13110 West Glendale Avenue,Glendale,85307,,(623) 935-3467,1-Day,,1-Day,-112.341469511329,33.5367475011528
-112.099208368697,33.3936280178506,464,Circle K - OPEN 24 HOURS,5850 S. 19th Avenue,Phoenix,85041,,(602) 268-5741,,,1-Day,-112.099208368697,33.3936280178506
-112.056290981986,33.5298031787924,465,Circle K - OPEN 24 HOURS,6322 N. 12th Street,Phoenix,85014,,(602) 274-5027,1-Day,,1-Day,-112.056290981986,33.5298031787924
-112.031797224184,33.6695253049205,466,Circle K - OPEN 24 HOURS,2359 E. Beardsley,Phoenix,85024,,(602) 569-0144,1-Day,,1-Day,-112.031797224184,33.6695253049205
-111.911213043176,33.3638513638235,467,Circle K - OPEN 24 HOURS,6349 S. McClintock,Tempe,85283,,(480) 345-0593,1-Day,,1-Day,-111.911213043176,33.3638513638235
-112.134502270178,33.460812565289,468,Circle K - OPEN 24 HOURS,1146 N. 35th Avenue,Phoenix,85009,,(602) 352-1328,1-Day,,1-Day,-112.134502270178,33.460812565289
-112.051441444468,33.5827218306939,469,Circle K - OPEN 24 HOURS,10612 N. Cave Creek,Phoenix,85020,,(602) 943-8621,1-Day,,1-Day,-112.051441444468,33.5827218306939
-112.082448725233,33.5239392475626,470,Circle K - OPEN 24 HOURS,"6002 N. 7th Avenue
",Phoenix,85013,,(602) 246-4910,1-Day,,1-Day,-112.082448725233,33.5239392475626
-111.996884072878,33.3780943719883,471,Circle K - OPEN 24 HOURS,4004 E. Baseline,Phoenix,85040,,(602) 437-2357,1-Day,,1-Day,-111.996884072878,33.3780943719883
-112.091423607067,33.4658005643507,472,Circle K - OPEN 24 HOURS,"1501 W. McDowell
",Phoenix,85007,,(602) 253-1598,1-Day,,1-Day,-112.091423607067,33.4658005643507
-111.952803160413,33.3781847718386,473,Circle K - OPEN 24 HOURS,939 W. Baseline,Tempe,85283,,(480) 839-2570,1-Day,,1-Day,-111.952803160413,33.3781847718386
-112.220438843548,33.5354465191897,474,Circle K - OPEN 24 HOURS,6937 N. 75th Avenue,Glendale,85303,,(623) 934-9051,1-Day,,1-Day,-112.220438843548,33.5354465191897
-111.874640948583,33.4075530535783,475,Circle K - OPEN 24 HOURS,2005 W Broadway,Mesa,85202,,(480) 964-7602,1-Day,,1-Day,-111.874640948583,33.4075530535783
-112.116254082494,33.4511145355593,476,Circle K - OPEN 24 HOURS,"2640 W. Van Buren
",Phoenix,85009,,(602) 272-1342,1-Day,,1-Day,-112.116254082494,33.4511145355593
-111.97830043707,33.4079503373751,477,Circle K - OPEN 24 HOURS,4252 S. 48th Street,Phoenix,85040,,(602) 438-9061,1-Day,,1-Day,-111.97830043707,33.4079503373751
-112.184290904367,33.5675420249644,478,Circle K - OPEN 24 HOURS,5848 W. Olive Avenue,Glendale,85302,,(623) 937-1860,1-Day,,1-Day,-112.184290904367,33.5675420249644
-112.238203222397,33.4651412083042,479,Circle K - OPEN 24 HOURS,8303 W. McDowell,Tolleson,85353,,(623) 936-5403,1-Day,,1-Day,-112.238203222397,33.4651412083042
-112.013389318317,33.6265209411536,480,Circle K - OPEN 24 HOURS,15412 N. 32nd Street,Phoenix,85032,,(602) 923-7642,1-Day,,1-Day,-112.013389318317,33.6265209411536
-111.874720077867,33.3930822260722,481,Circle K - OPEN 24 HOURS,"2012 W Southern
",Mesa,85202,,(480) 962-9661,1-Day,,1-Day,-111.874720077867,33.3930822260722
-111.908825887872,33.4803511441341,482,Circle K - OPEN 24 HOURS,"8001 E. Thomas
",Scottsdale,85251,,(480) 947-2094,1-Day,,1-Day,-111.908825887872,33.4803511441341
-112.097515084704,33.6547108341041,483,Circle K - OPEN 24 HOURS,1802 W. Union Hills,Phoenix,85023,,(602) 869-7501,1-Day,,1-Day,-112.097515084704,33.6547108341041
-111.788432977271,33.3935541383629,484,Circle K - OPEN 24 HOURS,1953 E Southern Avenue,Mesa,85204,,(480) 507-7834,1-Day,,1-Day,-111.788432977271,33.3935541383629
-111.687131103452,33.3377394263855,485,Circle K - OPEN 24 HOURS,4353 S. Power Road,Mesa,85212,,(480) 507-0743,1-Day,,1-Day,-111.687131103452,33.3377394263855
-111.876606063623,33.3619913508706,486,Circle K - OPEN 24 HOURS,2808 S. Dobson Road,Mesa,85202,,(480) 775-6258,1-Day,,1-Day,-111.876606063623,33.3619913508706
-112.065225545707,33.4367937850866,487,Circle K - OPEN 24 HOURS,"699 E. Buckeye
",Phoenix,85004,,(602) 252-3127,1-Day,,1-Day,-112.065225545707,33.4367937850866
-111.892954253663,33.4220565774598,488,Circle K - OPEN 24 HOURS,2174 E. University,Tempe,85281,,(480) 967-2911,1-Day,,1-Day,-111.892954253663,33.4220565774598
-112.109443064822,33.480694698822,489,Circle K - OPEN 24 HOURS,"2344 W. Thomas Road
",Phoenix,85015,,(602) 258-4130,1-Day,,1-Day,-112.109443064822,33.480694698822
-111.964671496727,33.3782254120975,491,Circle K - OPEN 24 HOURS,1619 W. Baseline,Tempe,85283,,(480) 775-7460,1-Day,,1-Day,-111.964671496727,33.3782254120975
-111.926252840388,33.4167414701151,492,Circle K - OPEN 24 HOURS,"1101 S. Rural Road
",Tempe,85281,,(480) 804-0675,1-Day,,1-Day,-111.926252840388,33.4167414701151
-111.952363434045,33.4074176822606,493,Circle K - OPEN 24 HOURS,"904 W. Broadway
",Tempe,85282,,(480) 967-2868,1-Day,,1-Day,-111.952363434045,33.4074176822606
-112.047581294118,33.4588042659616,494,Circle K - OPEN 24 HOURS,"1001 N. 16th Street
",Phoenix,85006,,(602) 252-2344,1-Day,,1-Day,-112.047581294118,33.4588042659616
-111.928485225706,33.3637227378807,495,Circle K - OPEN 24 HOURS,"905 E. Guadalupe
",Tempe,85283,,(480) 839-5548,1-Day,,1-Day,-111.928485225706,33.3637227378807
-112.056259351323,33.5038733247428,496,Circle K - OPEN 24 HOURS,"4601 N. 12th Street
",Phoenix,85014,,(602) 274-5212,1-Day,,1-Day,-112.056259351323,33.5038733247428
-111.960297891798,33.3928500707596,497,Circle K - OPEN 24 HOURS,"1323 W. Southern
",Tempe,85282,,(480) 966-7572,1-Day,,1-Day,-111.960297891798,33.3928500707596
-111.813912741711,33.3933253585546,498,Circle K - OPEN 24 HOURS,"809 E Southern
",Mesa,85204,,(480) 926-7791,1-Day,,1-Day,-111.813912741711,33.3933253585546
-112.099923773657,33.5024036390229,499,Circle K - OPEN 24 HOURS,"4502 N. 19th Avenue
",Phoenix,85015,,(602) 242-0642,1-Day,,1-Day,-112.099923773657,33.5024036390229
-111.825105828213,33.3061583572638,500,Circle K - OPEN 24 HOURS,"955 E. Chandler Blvd
",Chandler,85225,,(480) 821-6786,1-Day,,1-Day,-111.825105828213,33.3061583572638
-111.858518653272,33.3060065801362,501,Circle K - OPEN 24 HOURS,"975 W. Chandler Blvd
",Chandler,85225,,(480) 814-9280,1-Day,,1-Day,-111.858518653272,33.3060065801362
-111.95929177467,33.4219604473383,502,Circle K - OPEN 24 HOURS,"1330 W. University Drive
",Tempe,85281,,(480) 829-6235,1-Day,1-Day,,-111.95929177467,33.4219604473383
-111.824020141923,33.407835476968,503,Circle K - OPEN 24 HOURS,"330 E. Broadway
",Mesa,85210,,(480) 655-0256,1-Day,,1-Day,-111.824020141923,33.407835476968
-111.683881030717,33.4951237314649,504,Circle K - OPEN 24 HOURS,"2005 N. Bush Highway
",Mesa,85215,,(480) 985-5131,1-Day,,1-Day,-111.683881030717,33.4951237314649
-112.255290913214,33.4652170064786,505,Circle K - OPEN 24 HOURS,1609 N. 91st Avenue,Phoenix,85037,,(623) 936-5193,1-Day,,1-Day,-112.255290913214,33.4652170064786
-112.063420643708,33.406620609478,506,Circle K - OPEN 24 HOURS,"4401 S. 7th Avenue
",Phoenix,85040,,(602) 268-5718,1-Day,,1-Day,-112.063420643708,33.406620609478
-112.196534357019,33.5311695482918,507,Circle K - OPEN 24 HOURS,"6305 W. Maryland
",Glendale,85301,,(623) 934-3823,1-Day,,1-Day,-112.196534357019,33.5311695482918
-112.073373297109,33.3994536648846,508,Circle K - OPEN 24 HOURS,"5202 S. Central
",Phoenix,85040,,(602) 268-5485,1-Day,,1-Day,-112.073373297109,33.3994536648846
-111.977138133119,33.3053269528285,509,Circle K - OPEN 24 HOURS,4950 E. Chandler Blvd.,Phoenix,85048,,(480) 496-7123,1-Day,,1-Day,-111.977138133119,33.3053269528285
-111.873522435374,33.4221033658866,510,Circle K - OPEN 24 HOURS,"1955 W. University Drive
",Mesa,85201,,480-962-0830,1-Day,,1-Day,-111.873522435374,33.4221033658866
-111.99547526729,33.4072598197671,511,Circle K - OPEN 24 HOURS,"3955 E. Broadway
",Phoenix,85040,,(602) 437-0385,1-Day,,1-Day,-111.99547526729,33.4072598197671
-112.081651619102,33.4587054920809,512,Circle K - OPEN 24 HOURS,"614 W. Roosevelt
",Phoenix,85003,,(602) 254-1201,1-Day,,1-Day,-112.081651619102,33.4587054920809
-111.806195036616,33.4224283733727,513,Circle K - OPEN 24 HOURS,"1160 E. University Drive
",Mesa,85203,,(480) 649-6343,1-Day,,1-Day,-111.806195036616,33.4224283733727
-112.23577262447,33.5795306259553,514,Circle K - OPEN 24 HOURS,"12707 NW Grand Avenue
",Peoria,85345,,(623) 583-1281,1-Day,,1-Day,-112.23577262447,33.5795306259553
-111.772095051699,33.3791171970821,515,Circle K - OPEN 24 HOURS,2760 E. Baseline Rd.,Mesa,85204,,(480) 632-1652,1-Day,,1-Day,-111.772095051699,33.3791171970821
-111.83985180424,33.4440823101977,516,Circle K - OPEN 24 HOURS,"1550 N. Country Club
",Mesa,85201,,(480) 964-5797,1-Day,,1-Day,-111.83985180424,33.4440823101977
-111.84002886384,33.4005009744357,517,Circle K - OPEN 24 HOURS,801 S. Country Club Drive,Mesa,85210,,(480) 969-5459,1-Day,,1-Day,-111.84002886384,33.4005009744357
-112.119664547799,33.5094856494307,518,Circle K - OPEN 24 HOURS,2810 W. Camelback,Phoenix,85017,,(602) 249-0547,1-Day,,1-Day,-112.119664547799,33.5094856494307
-112.25446971264,33.5808173027215,519,Circle K - OPEN 24 HOURS,9049 W. Peoria,Peoria,85345,,(623) 979-3621,1-Day,,1-Day,-112.25446971264,33.5808173027215
-111.911662257779,33.3200660513178,520,Empire Petroleum,4020 W. Ray Rd.,Chandler,85226,"Please contact location to verify hours and supply available.
",(480) 839-0520,1-Day,,1-Day,-111.911662257779,33.3200660513178
-111.992078217577,33.3198966813569,521,Empire Petroleum,4305 E. Ray Rd.,Phoenix,85044,"Please contact location to verify hours and supply available.
",(480) 706-4071,1-Day,,1-Day,-111.992078217577,33.3198966813569
-111.926130401244,33.4799413400829,522,Corner Store - OPEN 24 HOURS,2865 N. Scottsdale Rd.,Scottsdale,85257,"Please contact location to verify hours and supply available.
",(480) 947-0374,1-Day,,1-Day,-111.926130401244,33.4799413400829
-112.099649479894,33.6547000454037,523,Empire Petroleum,2409 W. Union Hills,Phoenix,85023,"Please contact location to verify hours and supply available.
",(602) 548-0997,1-Day,,1-Day,-112.099649479894,33.6547000454037
-112.064641390233,33.6076017582077,524,Empire Petroleum,719 E. Thunderbird Rd.,Phoenix,85022,"Please contact location to verify hours and supply available.
",(602) 504-0230,1-Day,,1-Day,-112.064641390233,33.6076017582077
-112.030827739116,33.6696950696624,525,Empire Petroleum,20205 N. Cave Creek,Phoenix,85024,"Please contact location to verify hours and supply available.
",(602) 482-0304,1-Day,,1-Day,-112.030827739116,33.6696950696624
-112.202258769116,33.6250274577496,526,Corner Store - OPEN 24 HOURS,6691 W. Greenway Rd.,Glendale,85306,"Please contact location to verify hours and supply available.
",(623) 334-1510,1-Day,,1-Day,-112.202258769116,33.6250274577496
-111.636180220833,33.378826215792,527,Corner Store - OPEN 24 HOURS,2011 S. Ellsworth Rd.,Mesa,85209,"Please contact location to verify hours and supply available.
",(480) 986-4100,1-Day,,1-Day,-111.636180220833,33.378826215792
-111.755547674932,33.3075594139683,528,Empire Petroleum,2367 S. Val Vista ,Gilbert,85295,"Please contact location to verify hours and supply available.
",(480) 782-1465,1-Day,,1-Day,-111.755547674932,33.3075594139683
-112.168033231425,33.436750616685,529,Corner Store - OPEN 24 HOURS,5049 W. Buckeye Rd.,Phoenix,85043,"Please contact location to verify hours and supply available.
",(602) 278-5088,1-Day,,1-Day,-112.168033231425,33.436750616685
-111.995996687459,33.4657134471977,530,Corner Store - OPEN 24 HOURS,3980 E. McDowell Rd.,Phoenix,85008,"Please contact location to verify hours and supply available.
",(602) 231-0811,1-Day,,1-Day,-111.995996687459,33.4657134471977
-111.755785218265,33.364682320215,531,Corner Store - OPEN 24 HOURS,1611 E. Guadalupe,Gilbert,85234,"Please contact location to verify hours and supply available.
",(480) 507-5500,1-Day,,1-Day,-111.755785218265,33.364682320215
-112.184859851148,33.465998063768,532,Corner Store - OPEN 24 HOURS,5850 W. McDowell Rd.,Phoenix,85035,"Please contact location to verify hours and supply available.
",(602) 272-8184,1-Day,,1-Day,-112.184859851148,33.465998063768
-111.719925170382,33.4228118922482,533,Corner Store - OPEN 24 HOURS,5158 E. University,Mesa,85205,"Please contact location to verify hours and supply available.
",(480) 985-0775,1-Day,,1-Day,-111.719925170382,33.4228118922482
-112.185891043729,33.5963542291958,534,Empire Petroleum,5905 W. Cactus Ave.,Glendale,85304,"Please contact location to verify hours and supply available.
",(623) 412-9808,1-Day,,1-Day,-112.185891043729,33.5963542291958
-112.203049488543,33.5671362909864,535,Empire Petroleum,6701 W. Olive Ave.,Peoria,85345,"Please contact location to verify hours and supply available.
",(623) 435-6550,1-Day,,1-Day,-112.203049488543,33.5671362909864
-112.012645792047,33.4657088608349,536,Food City 148,3205 E. McDowell Rd.,Phoenix,85008,"Please contact location to verify hours and supply available.
",(602) 275-9303,"1-Day, 7-Day, 15-Day",,"1-Day, 7-Day, 15-Day, 31-Day",-112.012645792047,33.4657088608349
-112.117262182221,33.6659862049623,537,7-Eleven - OPEN 24 HOURS,19848 N. 27th Ave.,Phoenix,85027,"Please contact location to verify hours and supply available.

, Please contact location to verify hours and supply available.

",(623) 869-8704,1-Day,,1-Day,-112.117262182221,33.6659862049623
-111.755611411191,33.3357840408319,538,7-Eleven - OPEN 24 HOURS,785 S. Val Vista Dr.,Gilbert,85296,"Please contact location to verify hours and supply available.

, Please contact location to verify hours and supply available.

",(480) 503-3566,1-Day,,1-Day,-111.755611411191,33.3357840408319
-111.980198011816,33.3052511602441,539,7-Eleven - OPEN 24 HOURS,4803 E. Chandler Blvd.,Phoenix,85048,"Please contact location to verify hours and supply available.

, Please contact location to verify hours and supply available.

",(480) 783-9811,1-Day,,1-Day,-111.980198011816,33.3052511602441
-111.9454021068,33.3345737880297,540,7-Eleven - OPEN 24 HOURS,485 W. Warner Rd.,Tempe,85284,"Please contact location to verify hours and supply available.

, Please contact location to verify hours and supply available.

",(480) 785-1947,1-Day,,1-Day,-111.9454021068,33.3345737880297
-111.912902110034,33.4219684609934,541,7-Eleven - OPEN 24 HOURS,1795 E. University Dr.,Tempe,85281,"Please contact location to verify hours and supply available.

, Please contact location to verify hours and supply available.

",(480) 736-2940,1-Day,,1-Day,-111.912902110034,33.4219684609934
-112.273869306091,33.4938026561737,542,7-Eleven - OPEN 24 HOURS,9910 W. Indian School Rd.,Phoenix,85037,"Please contact location to verify hours and supply available.

, Please contact location to verify hours and supply available.

",(623) 877-8344,1-Day,,1-Day,-112.273869306091,33.4938026561737
-111.876540320649,33.3351122351333,543,7-Eleven - OPEN 24 HOURS,2025 W. Warner Rd.,Chandler,85224,"Please contact location to verify hours and supply available.

, Please contact location to verify hours and supply available.

",(480) 899-6611,1-Day,,1-Day,-111.876540320649,33.3351122351333
-112.203192280711,33.5084429166081,544,7-Eleven - OPEN 24 HOURS,4840 N. 67th Ave.,Phoenix,85033,"Please contact location to verify hours and supply available.

, Please contact location to verify hours and supply available.

",(623) 846-5777,1-Day,,1-Day,-112.203192280711,33.5084429166081
-111.979400872452,33.4511359428605,545,7-Eleven - OPEN 24 HOURS,4748 E. Van Buren,Phoenix,85008,"Please contact location to verify hours and supply available.

, Please contact location to verify hours and supply available.

",(602) 275-2326,1-Day,,1-Day,-111.979400872452,33.4511359428605
-111.789972951777,33.3709484150226,546,7-Eleven - OPEN 24 HOURS,1157 N. Gilbert Rd.,Gilbert,85234,,(480) 926-4068,1-Day,,1-Day,-111.789972951777,33.3709484150226
-111.874556598045,33.3984427526388,547,7-Eleven - OPEN 24 HOURS,815 S. Dobson Rd.,Mesa,85202,"Please contact location to verify hours and supply available.

, Please contact location to verify hours and supply available.

",(480) 898-1077,1-Day,,1-Day,-111.874556598045,33.3984427526388
-111.787937158134,33.4154142118561,548,7-Eleven - OPEN 24 HOURS,2010 E. Main St.,Mesa,85213,"Please contact location to verify hours and supply available.

, Please contact location to verify hours and supply available.

",(480) 844-2624,1-Day,,1-Day,-111.787937158134,33.4154142118561
-111.788269013898,33.4080215990441,549,7-Eleven - OPEN 24 HOURS,411 S. Gilbert Rd.,Mesa,85204,"OPEN 24 HOURS - Please contact location to verify supply available.

, OPEN 24 HOURS - Please contact location to verify supply available.

",(480) 964-6015,1-Day,,1-Day,-111.788269013898,33.4080215990441
-111.917438907471,33.40752915506,550,7-Eleven - OPEN 24 HOURS,1310 E. Broadway,Tempe,85282,"Please contact location to verify hours and supply available.

, Please contact location to verify hours and supply available.

",(480) 966-5510,1-Day,,1-Day,-111.917438907471,33.40752915506
-112.203051540135,33.5671903645204,551,7-Eleven - OPEN 24 HOURS,6720 W. Olive,Peoria,85345,"Please contact location to verify supply available., OPEN 24 HOURS",(623) 878-4515,1-Day,,1-Day,-112.203051540135,33.5671903645204
-111.978359344256,33.3940817662523,552,7-Eleven - OPEN 24 HOURS,7442 S. 48th St.,Phoenix,85040,"Please contact location to verify hours and supply available.

, Please contact location to verify hours and supply available.

",(602) 470-9760,1-Day,,1-Day,-111.978359344256,33.3940817662523
-112.185296071431,33.4805572088293,553,7-Eleven - OPEN 24 HOURS,5850 W. Thomas Rd.,Phoenix,85031,"Please contact location to verify hours and supply available.

, Please contact location to verify hours and supply available.

",(623) 245-0519,1-Day,,1-Day,-112.185296071431,33.4805572088293
-112.012992516213,33.5824409429779,554,7-Eleven - OPEN 24 HOURS,3201 E. Shea Blvd.,Phoenix,85028,"Please contact location to verify hours and supply available.

, Please contact location to verify hours and supply available.

",(602) 953-8003,1-Day,,1-Day,-112.012992516213,33.5824409429779
-112.098636205356,33.5386478564583,555,7-Eleven - OPEN 24 HOURS,1850 W. Glendale Ave.,Phoenix,85021,"Please contact location to verify hours and supply available.

, Please contact location to verify hours and supply available.

",(602) 995-3493,1-Day,,1-Day,-112.098636205356,33.5386478564583
-111.900371986161,33.4658658224232,556,7-Eleven - OPEN 24 HOURS,8402 E. McDowell Rd.,Scottsdale,85257,"Please contact location to verify hours and supply available.

, Please contact location to verify hours and supply available.

",(480) 949-9534,1-Day,,1-Day,-111.900371986161,33.4658658224232
-112.030121976153,33.46576585137,557,7-Eleven - OPEN 24 HOURS,2401 E. McDowell Rd.,Phoenix,85008,"Please contact location to verify hours and supply available.

, Please contact location to verify hours and supply available.

",(602) 275-6708,1-Day,,1-Day,-112.030121976153,33.46576585137
-112.062198314704,33.6403431190593,558,7-Eleven - OPEN 24 HOURS,850 E. Bell Rd.,Phoenix,85022,"Please contact location to verify hours and supply available.

, Please contact location to verify hours and supply available.

",(602) 867-3724,1-Day,,1-Day,-112.062198314704,33.6403431190593
-112.031775046004,33.3777889842636,559,Corner Store - OPEN 24 HOURS,2350 E. Baseline Rd.,Phoenix,85040,"Please contact location to verify hours and supply available.
",(602) 268-5008,1-Day,,1-Day,-112.031775046004,33.3777889842636
-112.151963504048,33.4659961388711,560,7-Eleven - OPEN 24 HOURS,4302 W. McDowell Rd.,Phoenix,85035,"Please contact location to verify hours and supply available.

, Please contact location to verify hours and supply available.

",(602) 233-9181,1-Day,,1-Day,-112.151963504048,33.4659961388711
-111.939349501038,33.3796244454816,561,7-Eleven - OPEN 24 HOURS,5125 S. Mill Ave.,Tempe,85282,"Please contact location to verify hours and supply available.

, Please contact location to verify hours and supply available.

",(480) 838-4527,1-Day,,1-Day,-111.939349501038,33.3796244454816
-112.047244472717,33.3927232379016,562,7-Eleven - OPEN 24 HOURS,1601 E. Southern Ave.,Phoenix,85040,"Please contact location to verify hours and supply available.

, Please contact location to verify hours and supply available.

",(602) 268-7631,1-Day,,1-Day,-112.047244472717,33.3927232379016
-111.997897678198,33.5098924232071,563,7-Eleven - OPEN 24 HOURS,3912 E. Camelback Rd.,Phoenix,85018,"Please contact location to verify hours and supply available.

, Please contact location to verify hours and supply available.

",(602) 955-3271,1-Day,,1-Day,-111.997897678198,33.5098924232071
-112.117019416076,33.4950345256211,564,7-Eleven - OPEN 24 HOURS,4101 N. 27th Ave.,Phoenix,85017,"Please contact location to verify hours and supply available.

, Please contact location to verify hours and supply available.

",(602) 279-4793,1-Day,,1-Day,-112.117019416076,33.4950345256211
-111.995620107819,33.48045874928,565,7-Eleven - OPEN 24 HOURS,3948 E. Thomas Rd.,Phoenix,85018,"Please contact location to verify hours and supply available.

, Please contact location to verify hours and supply available.

",(602) 952-9844,1-Day,,1-Day,-111.995620107819,33.48045874928
-111.859384023954,33.3642528206687,566,7-Eleven - OPEN 24 HOURS,1210 W. Guadalupe ,Mesa,85202,"Please contact location to verify hours and supply available.

, Please contact location to verify hours and supply available.

",(480) 839-9753,1-Day,,1-Day,-111.859384023954,33.3642528206687
-112.120068189172,33.5957726063296,567,7-Eleven - OPEN 24 HOURS,12033 N. 28th Dr.,Phoenix,85029,"Please contact location to verify hours and supply available.

, Please contact location to verify hours and supply available.

",(602) 993-1587,1-Day,,1-Day,-112.120068189172,33.5957726063296
-112.130201631194,33.6396871816983,568,7-Eleven - OPEN 24 HOURS,3306 W. Bell Rd.,Phoenix,85053,"Please contact location to verify hours and supply available.

, Please contact location to verify hours and supply available.

",(602) 993-9688,1-Day,,1-Day,-112.130201631194,33.6396871816983
-112.030166286718,33.4796289303596,569,7-Eleven - OPEN 24 HOURS,2843 N. 24th St.,Phoenix,85008,"Please contact location to verify hours and supply available.

, Please contact location to verify hours and supply available.

",(602) 957-2509,1-Day,,1-Day,-112.030166286718,33.4796289303596
-111.97936805229,33.4656872385286,570,7-Eleven - OPEN 24 HOURS,4748 E. McDowell Rd.,Phoenix,85008,"Please contact location to verify hours and supply available.

, Please contact location to verify hours and supply available.

",(602) 275-8452,1-Day,,1-Day,-111.97936805229,33.4656872385286
